Class	Sentence	pos_tags
NomAnaph	And  have  you  not,  in  such  a  case,  tried  the  word  once  or  twice  on  the  edge  of  the  blotting-paper,  or  a  spare  scrap  of  paper,  to  see  if  it  looked  right? 	And/CC have/VB you/PRP not/RB ,/, in/IN such/PDT a/DT case/NN ,/, tried/VBD the/DT word/NN once/RB or/CC twice/RB on/IN the/DT edge/NN of/IN the/DT blotting-paper/NN ,/, or/CC a/DT spare/JJ scrap/NN of/IN paper/NN ,/, to/TO see/VB if/IN it/PRP looked/VBD right/RB ?/.
NomAnaph	To  make  sure,  she  had  further  tried  it  in  a  sentence,  thus:  'I  am  possessed.' 	To/TO make/VB sure/JJ ,/, she/PRP had/VBD further/RBR tried/VBN it/PRP in/IN a/DT sentence/NN ,/, thus/RB :/: '/'' I/PRP am/VBP possessed/VBN ./. '/''
ClauseAnaph	I  did  not  know  it. 	I/PRP did/VBD not/RB know/VB it/PRP ./.
ClauseAnaph	It  was  a  guess  that  turned  out  to  be  correct. 	It/PRP was/VBD a/DT guess/NN that/WDT turned/VBD out/RP to/TO be/VB correct/JJ ./.
NomAnaph	You  observed  that  it  had  a  piece  of  twisted  wire  through  the  handle. 	You/PRP observed/VBD that/IN it/PRP had/VBD a/DT piece/NN of/IN twisted/JJ wire/NN through/IN the/DT handle/NN ./.
NomAnaph	That  suggested  to  me  at  once  that  it  had  possibly  been  wrenched  off  a  flimsy  key-ring. 	That/DT suggested/VBD to/TO me/PRP at/IN once/RB that/IN it/PRP had/VBD possibly/RB been/VBN wrenched/VBN off/RP a/DT flimsy/JJ key-ring/NN ./.
NomAnaph	Now,  if  it  had  been  lost  and  recovered,  Mr.s.  Inglethorp  would  at  once  have  replaced  it  on  her  bunch;  but  on  her  bunch  I  found  what  was  obviously  the  duplicate  key,  very  new  and  bright,  which  led  me  to  the  hypothesis  that  somebody  else  had  inserted  the  original  key  in  the  lock  of  the  despatch-case. 	Now/RB ,/, if/IN it/PRP had/VBD been/VBN lost/VBN and/CC recovered/VBN ,/, Mr.s/NNP ./. Inglethorp/NNP would/MD at/IN once/RB have/VBP replaced/VBN it/PRP on/IN her/PRP bunch/NN ;/: but/CC on/IN her/PRP$ bunch/NN I/PRP found/VBD what/WP was/VBD obviously/RB the/DT duplicate/NN key/NN ,/, very/RB new/JJ and/CC bright/JJ ,/, which/WDT led/VBD me/PRP to/TO the/DT hypothesis/NN that/IN somebody/NN else/RB had/VBD inserted/VBN the/DT original/JJ key/NN in/IN the/DT lock/NN of/IN the/DT despatch-case/NN ./.
NomAnaph	Now,  if  it  had  been  lost  and  recovered,  Mr.s.  Inglethorp  would  at  once  have  replaced  it  on  her  bunch;  but  on  her  bunch  I  found  what  was  obviously  the  duplicate  key,  very  new  and  bright,  which  led  me  to  the  hypothesis  that  somebody  else  had  inserted  the  original  key  in  the  lock  of  the  despatch-case. 	Now/RB ,/, if/IN it/PRP had/VBD been/VBN lost/VBN and/CC recovered/VBN ,/, Mr.s/NNP ./. Inglethorp/NNP would/MD at/IN once/RB have/VBP replaced/VBN it/PRP on/IN her/PRP bunch/NN ;/: but/CC on/IN her/PRP$ bunch/NN I/PRP found/VBD what/WP was/VBD obviously/RB the/DT duplicate/NN key/NN ,/, very/RB new/JJ and/CC bright/JJ ,/, which/WDT led/VBD me/PRP to/TO the/DT hypothesis/NN that/IN somebody/NN else/RB had/VBD inserted/VBN the/DT original/JJ key/NN in/IN the/DT lock/NN of/IN the/DT despatch-case/NN ./.
NomAnaph	Every  fresh  circumstance  seems  to  establish  it  more  clearly. 	Every/DT fresh/JJ circumstance/NN seems/VBZ to/TO establish/VB it/PRP more/RBR clearly/RB ./.
NomAnaph	She  may  have  forgotten  to  bolt  the  door  into  the  passage  when  she  went  to  bed,  and  have  got  up  later,  towards  morning,  and  bolted  it  then. 	She/PRP may/MD have/VB forgotten/VBN to/TO bolt/VB the/DT door/NN into/IN the/DT passage/NN when/WRB she/PRP went/VBD to/TO bed/NN ,/, and/CC have/VBP got/VBN up/RP later/RB ,/, towards/NNS morning/NN ,/, and/CC bolted/VBD it/PRP then/RB ./.
NomAnaph	For  it  is  of  the  most  complicated! 	For/IN it/PRP is/VBZ of/IN the/DT most/RBS complicated/JJ !/.
NomAnaph	It  puzzles  me. 	It/PRP puzzles/VBZ me/PRP ./.
ClauseAnaph	It  is  the  key  to  the  whole  riddle! 	It/PRP is/VBZ the/DT key/NN to/TO the/DT whole/JJ riddle/NN !/.
NomAnaph	Shorn  of  its  medical  phraseology  and  technicalities,  it  amounted  to  the  fact  that  Mr.s.  Inglethorp  had  met  her  death  as  the  result  of  strychnine  poisoning. 	Shorn/NNP of/IN its/PRP$ medical/JJ phraseology/NN and/CC technicalities/NNS ,/, it/PRP amounted/VBD to/TO the/DT fact/NN that/IN Mr.s/NNP ./. Inglethorp/NNP had/VBD met/VBN her/PRP$ death/NN as/IN the/DT result/NN of/IN strychnine/NN poisoning/NN ./.
NomAnaph	The  symptoms  appear  from  one  to  two  hours  after  it  has  been  swallowed. 	The/DT symptoms/NNS appear/VBP from/IN one/CD to/TO two/CD hours/NNS after/IN it/PRP has/VBZ been/VBN swallowed/VBN ./.
NomAnaph	It  is  retarded  under  certain  conditions,  none  of  which,  however,  appear  to  have  been  present  in  this  case. 	It/PRP is/VBZ retarded/VBN under/IN certain/JJ conditions/NNS ,/, none/NN of/IN which/WDT ,/, however/RB ,/, appear/VBP to/TO have/VB been/VBN present/JJ in/IN this/DT case/NN ./.
NomAnaph	No,  I  myself  took  a  sample  of  the  cocoa  remaining  in  the  saucepan  and  had  it  analysed. 	No/DT ,/, I/PRP myself/PRP took/VBD a/DT sample/NN of/IN the/DT cocoa/NN remaining/VBG in/IN the/DT saucepan/NN and/CC had/VBD it/PRP analysed/VBD ./.
NomAnaph	It  can  be  detected  in  a  solution  of  1 in  70,000,  and  can  only  be  disguised  by  some  strongly  flavoured  substance. 	It/PRP can/MD be/VB detected/VBN in/IN a/DT solution/NN of/IN 1/CD in/IN 70,000/CD ,/, and/CC can/MD only/RB be/VB disguised/VBN by/IN some/DT strongly/RB flavoured/VBN substance/NN ./.
NomAnaph	cocoa  would  be  quite  powerless  to  mask  it. 	cocoa/NN would/MD be/VB quite/RB powerless/JJ to/TO mask/VB it/PRP ./.
NomAnaph	Dr  Wilkins  corroborated  it  on  all  points. 	Dr/NNP Wilkins/NNP corroborated/VBD it/PRP on/IN all/DT points/NNS ./.
NomAnaph	Sounded  as  to  the  possibility  of  suicide,  he  repudiated  it  utterly. 	Sounded/VBN as/IN to/TO the/DT possibility/NN of/IN suicide/NN ,/, he/PRP repudiated/VBD it/PRP utterly/RB ./.
NomAnaph	My  mother,  at  the  time  of  her  death,  and  for  some  time  before  it,  was  taking  a  tonic  containing  strychnine. 	My/PRP$ mother/NN ,/, at/IN the/DT time/NN of/IN her/PRP$ death/NN ,/, and/CC for/IN some/DT time/NN before/IN it/PRP ,/, was/VBD taking/VBG a/DT tonic/JJ containing/NN strychnine/NN ./.
NomAnaph	Strychnine  is,  in  a  certain  sense,  a  cumulative  poison,  but  it  would  be  quite  impossible  for  it  to  result  in  sudden  death  in  this  way. 	Strychnine/NNP is/VBZ ,/, in/IN a/DT certain/JJ sense/NN ,/, a/DT cumulative/JJ poison/NN ,/, but/CC it/PRP would/MD be/VB quite/RB impossible/JJ for/IN it/PRP to/TO result/VB in/IN sudden/JJ death/NN in/IN this/DT way/NN ./.
NomAnaph	Dorcas's  evidence  on  this  point  was  substantially  what  Poirot  and  I  had  already  heard,  so  I  will  not  repeat  it  here. 	Dorcas/NNP 's/POS evidence/NN on/IN this/DT point/NN was/VBD substantially/RB what/WP Poirot/NNP and/CC I/PRP had/VBD already/RB heard/VBN ,/, so/IN I/PRP will/MD not/RB repeat/VB it/PRP here/RB ./.
NomAnaph	Dorcas  came  running  down  and  woke  my  husband,  and  we  all  went  to  my  mother-in-law's  mother-in-law's  room,  but  it  was  locked...... 	Dorcas/NNP came/VBD running/VBG down/RB and/CC woke/VB my/PRP$ husband/NN ,/, and/CC we/PRP all/DT went/VBD to/TO my/PRP$ mother-in-law/NN 's/POS mother-in-law/NN 's/POS room/NN ,/, but/CC it/PRP was/VBD locked/VBN ....../NN
NomAnaph	The  examination  was  over,  though  I  doubted  if  the  Coroner  was  entirely  satisfied  with  it. 	The/DT examination/NN was/VBD over/RB ,/, though/IN I/PRP doubted/VBD if/IN the/DT Coroner/NNP was/VBD entirely/RB satisfied/VBN with/IN it/PRP ./.
NomAnaph	Poirot  and  I  had,  of  course  already  seen  it. 	Poirot/NNP and/CC I/PRP had/VBD ,/, of/IN course/NN already/RB seen/VBN it/PRP ./.
NomAnaph	It  added  nothing  to  our  knowledge  of  the  tragedy. 	It/PRP added/VBD nothing/NN to/TO our/PRP$ knowledge/NN of/IN the/DT tragedy/NN ./.
NomAnaph	I  have  found  it  hard  to  forgive  the  things  you  said  against  my  dear  husband  but  I  am  an  old  woman  &  very  fond  of  you,  Yours  affectionately,  Emily  Inglethorpe  It  was  handed  to  the  jury  who  scrutinized  it  attentively. 	I/PRP have/VBP found/VBN it/PRP hard/JJ to/TO forgive/VB the/DT things/NNS you/PRP said/VBD against/IN my/PRP$ dear/JJ husband/NN but/CC I/PRP am/VBP an/DT old/JJ woman/NN &/CC very/RB fond/NN of/IN you/PRP ,/, Yours/VBZ affectionately/RB ,/, Emily/RB Inglethorpe/NNP It/PRP was/VBD handed/VBN to/TO the/DT jury/NN who/WP scrutinized/VBD it/PRP attentively/RB ./.
NomAnaph	I  have  found  it  hard  to  forgive  the  things  you  said  against  my  dear  husband  but  I  am  an  old  woman  &  very  fond  of  you,  Yours  affectionately,  Emily  Inglethorpe  It  was  handed  to  the  jury  who  scrutinized  it  attentively. 	I/PRP have/VBP found/VBN it/PRP hard/JJ to/TO forgive/VB the/DT things/NNS you/PRP said/VBD against/IN my/PRP$ dear/JJ husband/NN but/CC I/PRP am/VBP an/DT old/JJ woman/NN &/CC very/RB fond/NN of/IN you/PRP ,/, Yours/VBZ affectionately/RB ,/, Emily/RB Inglethorpe/NNP It/PRP was/VBD handed/VBN to/TO the/DT jury/NN who/WP scrutinized/VBD it/PRP attentively/RB ./.
NomAnaph	I  fear  it  does  not  help  us  much,  said  the  Coroner,  with  a  sigh. 	I/PRP fear/VBP it/PRP does/VBZ not/RB help/VB us/PRP much/JJ ,/, said/VBD the/DT Coroner/NNP ,/, with/IN a/DT sigh/NN ./.
NomAnaph	It  shows  clearly  enough  that  my  poor  old  friend  had  just  found  out  she'd  been  made  a  fool  of! 	It/PRP shows/VBZ clearly/RB enough/RB that/IN my/PRP$ poor/JJ old/JJ friend/NN had/VBD just/RB found/VBN out/RP she/PRP 'd/MD been/VBN made/VBN a/DT fool/NN of/IN !/.
NomAnaph	Will  you  tell  us  to  whom  you  sold  it? 	Will/MD you/PRP tell/VB us/PRP to/TO whom/WP you/PRP sold/VBD it/PRP ?/.
NomAnaph	He  said  it  was  to  poison  a  dog. 	He/PRP said/VBD it/PRP was/VBD to/TO poison/VB a/DT dog/NN ./.
NomAnaph	It  was  produced;  and,  with  a  few  words  of  stern  censure,  the  Coroner  dismissed  the  wretched  Mr.  Mace. 	It/PRP was/VBD produced/VBN ;/: and/CC ,/, with/IN a/DT few/JJ words/NNS of/IN stern/JJ censure/NN ,/, the/DT Coroner/NNP dismissed/VBD the/DT wretched/JJ Mr./NNP Mace/NNP ./.
NomAnaph	He  took  an  old  envelope  out  of  his  pocket,  and  wrote  his  name  on  it,  handing  it  to  the  jury. 	He/PRP took/VBD an/DT old/JJ envelope/NN out/IN of/IN his/PRP$ pocket/NN ,/, and/CC wrote/VBD his/PRP$ name/NN on/IN it/PRP ,/, handing/VBG it/PRP to/TO the/DT jury/NN ./.
NomAnaph	He  took  an  old  envelope  out  of  his  pocket,  and  wrote  his  name  on  it,  handing  it  to  the  jury. 	He/PRP took/VBD an/DT old/JJ envelope/NN out/IN of/IN his/PRP$ pocket/NN ,/, and/CC wrote/VBD his/PRP$ name/NN on/IN it/PRP ,/, handing/VBG it/PRP to/TO the/DT jury/NN ./.
NomAnaph	It  was  certainly  utterly  dissimilar. 	It/PRP was/VBD certainly/RB utterly/JJ dissimilar/NN ./.
ClauseAnaph	But  it  is  an  idea,  that! 	But/CC it/PRP is/VBZ an/DT idea/NN ,/, that/IN !/.
ClauseAnaph	You  think  it  is  true? 	You/PRP think/VBP it/PRP is/VBZ true/JJ ?/.
ClauseAnaph	But  it  is  truly  an  ingenious  supposition. 	But/CC it/PRP is/VBZ truly/RB an/DT ingenious/JJ supposition/NN ./.
NomAnaph	The  Coroner  reflected  a  moment,  then  he  said:  I  believe,  Mr.  Inglethorp,  that  you  yourself  poured  out  the  coffee,  and  took  it  to  your  wife  that  evening? 	The/DT Coroner/NNP reflected/VBD a/DT moment/NN ,/, then/RB he/PRP said/VBD :/: I/PRP believe/VBP ,/, Mr./NNP Inglethorp/NNP ,/, that/IN you/PRP yourself/PRP poured/VBD out/RP the/DT coffee/NN ,/, and/CC took/VBD it/PRP to/TO your/PRP$ wife/NN that/IN evening/VBG ?/.
NomAnaph	I  poured  it  out,  yes. 	I/PRP poured/VBD it/PRP out/RP ,/, yes/UH ./.
NomAnaph	But  I  did  not  take  it  to  her. 	But/CC I/PRP did/VBD not/RB take/VB it/PRP to/TO her/PRP ./.
NomAnaph	When  I  came  through  the  hall  again  a  few  minutes  later,  it  was  gone. 	When/WRB I/PRP came/VBD through/IN the/DT hall/NN again/RB a/DT few/JJ minutes/NNS later/RB ,/, it/PRP was/VBD gone/VBN ./.
ClauseAnaph	But  it  will  bring  you  no  kudos...the  kudos...the  case  against  him  will  be  dismissed  at  once! 	But/CC it/PRP will/MD bring/VB you/PRP no/DT kudos/NN .../: the/DT kudos/NN .../: the/DT case/NN against/IN him/PRP will/MD be/VB dismissed/VBN at/IN once/RB !/.
ClauseAnaph	I  daren't  do  it,  Mr.  Poirot. 	I/PRP dare/VBP n't/RB do/VB it/PRP ,/, Mr./NNP Poirot/NNP ./.
ClauseAnaph	It  can  be  done,  he  said  at  last. 	It/PRP can/MD be/VB done/VBN ,/, he/PRP said/VBD at/IN last/JJ ./.
ClauseAnaph	I  admit  I  do  not  wish  it. 	I/PRP admit/VBP I/PRP do/VBP not/RB wish/VB it/PRP ./.
NomAnaph	It  has  to  be  examined...sifted. 	It/PRP has/VBZ to/TO be/VB examined/VBN .../: sifted/VBN ./.
NomAnaph	No,  my  friend,  this  evidence  has  been  very  cleverly  manufactured...so  cleverly  that  it  has  defeated  its  own  ends. 	No/DT ,/, my/PRP$ friend/NN ,/, this/DT evidence/NN has/VBZ been/VBN very/RB cleverly/RB manufactured/VBD .../: so/RB cleverly/RB that/IN it/PRP has/VBZ defeated/VBN its/PRP$ own/JJ ends/NNS ./.
NomAnaph	Because,  so  long  as  the  evidence  against  him  was  vague  and  intangible,  it  was  very  hard  to  disprove. 	Because/IN ,/, so/RB long/RB as/IN the/DT evidence/NN against/IN him/PRP was/VBD vague/NN and/CC intangible/JJ ,/, it/PRP was/VBD very/RB hard/JJ to/TO disprove/VB ./.
NomAnaph	He  did  not  buy  it. 	He/PRP did/VBD not/RB buy/VB it/PRP ./.
ClauseAnaph	Would  it  be  easy? 	Would/MD it/PRP be/VB easy/JJ ?/.
ClauseAnaph	And  why  would  it  not  be  easy? 	And/CC why/WRB would/MD it/PRP not/RB be/VB easy/JJ ?/.
ClauseAnaph	It  was  a  foregone  conclusion  that  he  would  be  suspected;  but,  to  make  it  a  sure  thing  there  must  be  tangible  proof...such  as  the  actual  buying  of  the  poison,  and  that,  with  a  man  of  the  peculiar  appearance  of  Mr.  Inglethorp,  was  not  difficult. 	It/PRP was/VBD a/DT foregone/JJ conclusion/NN that/IN he/PRP would/MD be/VB suspected/VBN ;/: but/CC ,/, to/TO make/VB it/PRP a/DT sure/JJ thing/NN there/EX must/MD be/VB tangible/JJ proof/NN .../: such/JJ as/IN the/DT actual/JJ buying/NN of/IN the/DT poison/NN ,/, and/CC that/IN ,/, with/IN a/DT man/NN of/IN the/DT peculiar/JJ appearance/NN of/IN Mr./NNP Inglethorp/NNP ,/, was/VBD not/RB difficult/JJ ./.
NomAnaph	Oh,  yes,  I  had  a  little  idea  sometime  ago...and  it  has  turned  out  to  be  correct. 	Oh/UH ,/, yes/UH ,/, I/PRP had/VBD a/DT little/JJ idea/NN sometime/RB ago/RB .../: and/CC it/PRP has/VBZ turned/VBN out/RP to/TO be/VB correct/JJ ./.
NomAnaph	Did  nothing  strike  you  as  peculiar  about  it? 	Did/NNP nothing/NN strike/NN you/PRP as/IN peculiar/NNS about/IN it/PRP ?/.
NomAnaph	No,  I  can't  say  it  did. 	No/DT ,/, I/PRP ca/MD n't/RB say/VB it/PRP did/VBD ./.
NomAnaph	The  doctors  ridiculed  it  of  course. 	The/DT doctors/NNS ridiculed/VBD it/PRP of/IN course/NN ./.
NomAnaph	But  it  was  quite  a  natural  suggestion  for  a  layman  to  make. 	But/CC it/PRP was/VBD quite/RB a/DT natural/JJ suggestion/NN for/IN a/DT layman/NN to/TO make/VB ./.
NomAnaph	That  object,  it  concerns  Mr.  Alfred  Inglethorp. 	That/DT object/NN ,/, it/PRP concerns/VBZ Mr./NNP Alfred/NNP Inglethorp/NNP ./.
NomAnaph	But  you  will  find  it  all  right. 	But/CC you/PRP will/MD find/VB it/PRP all/DT right/NN ./.
ClauseAnaph	My  dear  Poirot,  I  expostulated,  I  never  thought  it  would  interest  you. 	My/PRP$ dear/JJ Poirot/NNP ,/, I/PRP expostulated/VBD ,/, I/PRP never/RB thought/VBD it/PRP would/MD interest/NN you/PRP ./.
ClauseAnaph	I  didn't  know  it  was  of  any  importance. 	I/PRP did/VBD n't/RB know/VB it/PRP was/VBD of/IN any/DT importance/NN ./.
ClauseAnaph	It  is  of  the  first  importance! 	It/PRP is/VBZ of/IN the/DT first/JJ importance/NN !/.
ClauseAnaph	No  one  took  much  notice  of  that  at  the  inquest...but  now  it  has  a  very  different  significance. 	No/DT one/CD took/VBD much/JJ notice/NN of/IN that/DT at/IN the/DT inquest/NN .../: but/CC now/RB it/PRP has/VBZ a/DT very/RB different/JJ significance/NN ./.
NomAnaph	We  must  find  out  who  did  take  that  coffee  to  Mr.s.  Inglethorp  eventually,  or  who  passed  through  the  hall  whilst  it  was  standing  there. 	We/PRP must/MD find/VB out/RP who/WP did/VBD take/VB that/DT coffee/NN to/TO Mr.s/NNP ./. Inglethorp/NNP eventually/RB ,/, or/CC who/WP passed/VBD through/IN the/DT hall/NN whilst/VBD it/PRP was/VBD standing/VBG there/RB ./.
NomAnaph	I  had  rejected  it  as  absurd,  nevertheless  it  persisted. 	I/PRP had/VBD rejected/VBN it/PRP as/IN absurd/JJ ,/, nevertheless/JJ it/PRP persisted/VBD ./.
NomAnaph	I  had  rejected  it  as  absurd,  nevertheless  it  persisted. 	I/PRP had/VBD rejected/VBN it/PRP as/IN absurd/JJ ,/, nevertheless/JJ it/PRP persisted/VBD ./.
NomAnaph	You  couldn't  call  it  a  suspicion,  I  murmured. 	You/PRP could/MD n't/RB call/VB it/PRP a/DT suspicion/NN ,/, I/PRP murmured/VBD ./.
NomAnaph	It's  so  utterly  foolish. 	It/PRP 's/VBZ so/RB utterly/JJ foolish/NN ./.
NomAnaph	She  might  have  burnt  the  new  one,  mistaking  it  for  the  earlier  one  in  his  favour. 	She/PRP might/MD have/VB burnt/VBN the/DT new/JJ one/CD ,/, mistaking/VBG it/PRP for/IN the/DT earlier/JJR one/CD in/IN his/PRP$ favour/NN ./.
NomAnaph	My  idea  was...a  very  ridiculous  one,  no  doubt...that  she  had  intended  to  poison  him...and  that,  in  some  way,  Mr.s.  Inglethorp  got  hold  of  it  by  mistake. 	My/PRP$ idea/NN was/VBD .../: a/DT very/RB ridiculous/JJ one/CD ,/, no/DT doubt/NN .../: that/IN she/PRP had/VBD intended/VBN to/TO poison/VB him/PRP .../: and/CC that/DT ,/, in/IN some/DT way/NN ,/, Mr.s/NNP ./. Inglethorp/NNP got/VBD hold/NN of/IN it/PRP by/IN mistake/NN ./.
ClauseAnaph	But  I  don't  at  all  see  how  it  could  have  been  done. 	But/CC I/PRP do/VBP n't/RB at/IN all/DT see/VBP how/WRB it/PRP could/MD have/VB been/VBN done/VBN ./.
ClauseAnaph	But  what  does  it  mean? 	But/CC what/WP does/VBZ it/PRP mean/VB ?/.
NomAnaph	Dr  Bauerstein  had  it  tested,  and  you  yourself  laughed  at  the  possibility  of  there  being  strychnine  in  it. 	Dr/NNP Bauerstein/NNP had/VBD it/PRP tested/VBD ,/, and/CC you/PRP yourself/PRP laughed/VBD at/IN the/DT possibility/NN of/IN there/EX being/VBG strychnine/NN in/IN it/PRP ./.
NomAnaph	Dr  Bauerstein  had  it  tested,  and  you  yourself  laughed  at  the  possibility  of  there  being  strychnine  in  it. 	Dr/NNP Bauerstein/NNP had/VBD it/PRP tested/VBD ,/, and/CC you/PRP yourself/PRP laughed/VBD at/IN the/DT possibility/NN of/IN there/EX being/VBG strychnine/NN in/IN it/PRP ./.
NomAnaph	I  know  Dr  Bauerstein  had  it  tested,  replied  Poirot  quietly. 	I/PRP know/VBP Dr/NNP Bauerstein/NNP had/VBD it/PRP tested/VBD ,/, replied/VBD Poirot/NNP quietly/RB ./.
NomAnaph	Well,  I  have  a  fancy  for  having  it  analysed  again,  that  is  all. 	Well/RB ,/, I/PRP have/VBP a/DT fancy/NN for/IN having/VBG it/PRP analysed/VBD again/RB ,/, that/DT is/VBZ all/DT ./.
ClauseAnaph	It  was  bad  enough  before,  when  we  thought  he'd  done  it,  but  I'm  hanged  if  it  isn't  worse  now,  when  we  all  feel  guilty  for  having  been  so  down  on  the  fellow. 	It/PRP was/VBD bad/JJ enough/RB before/IN ,/, when/WRB we/PRP thought/VBD he/PRP 'd/MD done/VBN it/PRP ,/, but/CC I/PRP 'm/VBP hanged/JJ if/IN it/PRP is/VBZ n't/RB worse/JJR now/RB ,/, when/WRB we/PRP all/DT feel/VBP guilty/JJ for/IN having/VBG been/VBN so/RB down/RB on/IN the/DT fellow/NN ./.
ClauseAnaph	Naturally  it  was  very  annoying  for  the  Cavendishes. 	Naturally/RB it/PRP was/VBD very/RB annoying/VBG for/IN the/DT Cavendishes/NNP ./.
NomAnaph	It's  up  in  the  front  attic,  sir. 	It/PRP 's/VBZ up/RP in/IN the/DT front/NN attic/JJ ,/, sir/NN ./.
NomAnaph	We  will  look  at  the  chest,  although...but  no  matter...we  will  examine  it  all  the  same. 	We/PRP will/MD look/VB at/IN the/DT chest/NN ,/, although/IN .../: but/CC no/DT matter/NN .../: we/PRP will/MD examine/VB it/PRP all/PDT the/DT same/JJ ./.
NomAnaph	He  seemed  somewhat  apathetic  in  the  search,  as  though  he  expected  no  great  results  from  it. 	He/PRP seemed/VBD somewhat/RB apathetic/JJ in/IN the/DT search/NN ,/, as/IN though/IN he/PRP expected/VBD no/DT great/JJ results/NNS from/IN it/PRP ./.
NomAnaph	He  turned  it  over  in  his  hands,  examining  it  closely. 	He/PRP turned/VBD it/PRP over/RP in/IN his/PRP$ hands/NNS ,/, examining/VBG it/PRP closely/RB ./.
NomAnaph	He  turned  it  over  in  his  hands,  examining  it  closely. 	He/PRP turned/VBD it/PRP over/RP in/IN his/PRP$ hands/NNS ,/, examining/VBG it/PRP closely/RB ./.
NomAnaph	After  a  moment's  hesitation,  he  replaced  it  in  the  chest,  heaped  all  the  other  things  on  top  of  it  as  before,  and  made  his  way  briskly  downstairs. 	After/IN a/DT moment/NN 's/POS hesitation/NN ,/, he/PRP replaced/VBD it/PRP in/IN the/DT chest/NN ,/, heaped/VBD all/PDT the/DT other/JJ things/NNS on/IN top/NN of/IN it/PRP as/IN before/IN ,/, and/CC made/VBD his/PRP$ way/NN briskly/RB downstairs/VBZ ./.
NomAnaph	After  a  moment's  hesitation,  he  replaced  it  in  the  chest,  heaped  all  the  other  things  on  top  of  it  as  before,  and  made  his  way  briskly  downstairs. 	After/IN a/DT moment/NN 's/POS hesitation/NN ,/, he/PRP replaced/VBD it/PRP in/IN the/DT chest/NN ,/, heaped/VBD all/PDT the/DT other/JJ things/NNS on/IN top/NN of/IN it/PRP as/IN before/IN ,/, and/CC made/VBD his/PRP$ way/NN briskly/RB downstairs/VBZ ./.
NomAnaph	I  am  much  obliged  to  you  for  mentioning  it. 	I/PRP am/VBP much/RB obliged/VBN to/TO you/PRP for/IN mentioning/VBG it/PRP ./.
NomAnaph	And  very  funny  it  is  sometimes,  sir. 	And/CC very/RB funny/JJ it/PRP is/VBZ sometimes/RB ,/, sir/NN ./.
NomAnaph	I  shall  never  forget  the  night  he  came  down  as  the  Char  of  Persia,  I  think  he  called  it...a  sort  of  Eastern  King  it  was. 	I/PRP shall/MD never/RB forget/VB the/DT night/NN he/PRP came/VBD down/RB as/IN the/DT Char/NNP of/IN Persia/NNP ,/, I/PRP think/VBP he/PRP called/VBD it/PRP .../: a/DT sort/NN of/IN Eastern/NNP King/NNP it/PRP was/VBD ./.
NomAnaph	And  well  I  know  it,  for  he  borrowed  two  skeins  of  my  black  wool  to  make  it  with! 	And/CC well/RB I/PRP know/VBP it/PRP ,/, for/IN he/PRP borrowed/VBD two/CD skeins/NNS of/IN my/PRP$ black/JJ wool/NN to/TO make/VB it/PRP with/IN !/.
NomAnaph	And  I'm  sure  it  looked  wonderfully  natural  at  a  distance. 	And/CC I/PRP 'm/VBP sure/JJ it/PRP looked/VBD wonderfully/RB natural/JJ at/IN a/DT distance/NN ./.
NomAnaph	Burnt  corks  they  use  mostly...though  'tis  messy  getting  it  off  again. 	Burnt/NNP corks/VBZ they/PRP use/VBP mostly/RB .../: though/IN 't/'' is/VBZ messy/JJ getting/VBG it/PRP off/RP again/RB ./.
NomAnaph	Do  you  think  it  is  the  one? 	Do/VBP you/PRP think/VB it/PRP is/VBZ the/DT one/CD ?/.
NomAnaph	You  notice  it  had  been  trimmed? 	You/PRP notice/VBP it/PRP had/VBD been/VBN trimmed/VBN ?/.
NomAnaph	It  was  cut  exactly  the  shape  of  Mr.  Inglethorp's,  and  I  found  one  or  two  snipped  hairs. 	It/PRP was/VBD cut/VBN exactly/RB the/DT shape/NN of/IN Mr./NNP Inglethorp/NNP 's/POS ,/, and/CC I/PRP found/VBD one/CD or/CC two/CD snipped/JJ hairs/NNS ./.
NomAnaph	Who  put  it  in  the  chest,  I  wonder? 	Who/WP put/VBD it/PRP in/IN the/DT chest/NN ,/, I/PRP wonder/VBP ?/.
NomAnaph	You  realize  that  he  chose  the  one  place  in  the  house  to  hide  it  where  its  presence  would  not  be  remarked? 	You/PRP realize/VBP that/IN he/PRP chose/VBD the/DT one/CD place/NN in/IN the/DT house/NN to/TO hide/VB it/PRP where/WRB its/PRP$ presence/NN would/MD not/RB be/VB remarked/VBN ?/.
ClauseAnaph	I  was  hurt,  and  showed  it. 	I/PRP was/VBD hurt/VBN ,/, and/CC showed/VBD it/PRP ./.
NomAnaph	I  beg  of  you  to  reply  to  it  truthfully. 	I/PRP beg/VBP of/IN you/PRP to/TO reply/VB to/TO it/PRP truthfully/RB ./.
NomAnaph	It  is  this. 	It/PRP is/VBZ this/DT ./.
ClauseAnaph	If  I'm  convinced  he  did  it,  it  doesn't  matter  a  jot  to  me  how  he  did  it. 	If/IN I/PRP 'm/VBP convinced/JJ he/PRP did/VBD it/PRP ,/, it/PRP does/VBZ n't/RB matter/VB a/DT jot/NN to/TO me/PRP how/WRB he/PRP did/VBD it/PRP ./.
